,pc_code,pc_description,unit,country_name,quantity,Per unit,categoryName,categoryID,Value,year
1876,M3,Auto Components/Parts,Na,U S A,474.0,1.416947,Machinery and Parts,10,671.632878,2015
1877,I8,Auto Tyres And Tubes,Nos,U S A,59853.0,9.565714,Rubber Products,5,572536.68,2015
1878,H4,Ayush And Herbal Products,Kgs,U S A,58529.0,0.401344,Cosmetics,6,23490.26298,2018
1879,N2,Bicycle And Parts,Na,U S A,58529.0,0.028149,Machinery and Parts,10,1647.532821,2012
1880,H5,"Bulk Drugs, Drug Intermediates",Kgs,U S A,384379.0,7.649667,Chemicals,7,2940371.352,2017
1881,S2,Carpet(Excl. Silk) Handmade,Sqm,U S A,543342.0,4.434880000000001,Handicrafts,12,2409656.569,2014
1882,O9,"Computer Hardware, Peripherals",Na,U S A,15027.0,0.047845,Machinery and Parts,10,718.966815,2013
1883,P1,Consumer Electronics,Na,U S A,3867.0,0.885917,Electronic Components,11,3425.841039,2017
1884,L6,Copper And Prdcts Made Of Copr,Ton,U S A,78.0,0.848722,Metals,2,66.200316,2018
1885,I5,Cosmetics And Toiletries,Na,U S A,815.0,0.541484,Cosmetics,6,441.30946,2017
1886,P8,"Cotton Fabrics, Madeups Etc.",Na,U S A,16445.0,8.169541,Fabric Materials,14,134348.1017,2020
1887,S4,Cotton Raw Incld. Waste,Ton,U S A,9470.0,0.00112,Fabric Materials,14,10.6064,2013
1888,N3,"Cranes, Lifts And Winches",Na,U S A,22344.0,0.297178,Machinery and parts,10,6640.145232,2015
1889,H8,"Drug Formulations, Biologicals",Kgs,U S A,730884.0,51.869489,Chemicals,7,37910579.6,2020
1890,H7,Dyes,Kgs,U S A,2430895.0,3.051445,Dyes,7,7417742.393,2013
1891,N4,Air conditioner,Na,U S A,2430895.0,4.00146,Electronic Components,11,9727129.107,2012
1892,M4,Electrodes,Kgs,U S A,16049.0,0.046199000000000004,Accumulators and Batteries,9,741.447751,2014
1893,P2,Microwave ,Na,U S A,15894.0,5.206219,Electronic Components,11,82747.64479,2014
1894,P3,Washing Machine,Na,U S A,4303.0,8.70163,Electronic Components,11,37443.11389,2020
1895,I6,Plastic bags,Kgs,U S A,410.0,0.012759,Plastic Materials,8,5.23119,2020
1896,F8,Finished Leather,Kgs,U S A,1310.0,0.030894,Leather Products,1,40.47114,2015
1897,R8,Floor Cvrng Of Jute,Sqm,U S A,9473.0,0.07272999999999999,Handicrafts,12,688.97129,2017
1898,G2,Footwear Of Leather,Na,U S A,9473.0,5.001796,Leather Products,1,47382.01351,2012
1899,J1,Footwear Of Rubber/Canvas Etc.,Na,U S A,9473.0,0.002553,Rubber Products,5,24.184569,2019
1900,G9,Gold And Oth Precs Metl Jwlery,Na,U S A,1286.0,3.9067019999999997,Metals,2,5024.018772,2019
1901,N5,Ic Engines And Parts,Na,U S A,249.0,0.970814,Machinery and parts,10,241.732686,2012
1902,I2,Inorganic Chemicals,Kgs,U S A,1325918.0,1.020742,Chemicals,7,1353420.191,2020
1903,L3,Iron And Steel,Ton,U S A,6291.0,9.065107000000001,Metals,2,57028.58814,2014
1904,E8,Iron Ore,Ton,U S A,27.0,0.011022,Metals,2,0.297594,2019
1905,L7,Lead And Products Made Of Led,Ton,U S A,395.0,1.0680020000000001,Metals,2,421.86079,2017
1906,G3,Leather Footwear Component,Kgs,U S A,142732.0,5.442159999999999,Leather Products,1,776770.3811,2018
1907,G1,Leather Garments,Kgs,U S A,9633.0,0.651506,Leather Products,1,6275.957298,2018
1908,F9,Leather Goods,Na,U S A,670127.0,4.891158,Leather Products,1,3277697.037,2018
1909,P6,Manmade Staple Fibre,Kgs,U S A,4781229.0,6.607402,Fabric Materials,14,31591502.06,2012
1910,Q3,"Manmade Yarn,Fabrics,Madeups",Na,U S A,3881.0,4.051954,Fabric Materials,14,15725.63347,2012
1911,O5,Motor Vehicle/Cars,Nos,U S A,494.0,6.02712,Machinery and parts,10,2977.39728,2018
1912,Q2,"Natrl Silk Yarn,Fabrics,Madeup",Na,U S A,998.0,0.046318,Fabric Materials,14,46.225364,2017
1913,L8,"Nickel, Product Made Of Nickel",Ton,U S A,1.0,0.081631,Metals,2,0.081631,2019
1914,I3,Organic Chemicals,Kgs,U S A,634533.0,8.630697999999999,Chemicals,7,5476462.694,2020
1915,M2,Oth Non Ferous Metal And Prodc,Kgs,U S A,203225.0,1.65493,Metals,2,336323.1493,2019
1916,I4,Other Miscellaenious Chemicals,Kgs,U S A,508731.0,1.417808,Chemicals,7,721282.8816,2018
1917,L2,Other Plastic Items,Na,U S A,14829.0,0.674211,Plastic Products,8,9997.874919,2013
1918,I9,Othr Rubber Prodct Excpt Footw,Na,U S A,37957.0,1.8172979999999999,Rubber Products,5,68979.18019,2017
1919,K7,Packaging Materials,Ton,U S A,107.0,0.460143,Plastic Products,8,49.235301,2014
1920,S6,Petroleum Products,Ton,U S A,498.0,0.36296300000000004,Petroleum Products,13,180.755574,2017
1921,K9,"Plastc Sht, Film, Plts Etc",Kgs,U S A,242556.0,0.576059,Plastic Products,8,139726.5668,2019
1922,K8,Plastic Raw Materials,Ton,U S A,163.0,0.35585500000000003,Plastic Products,8,58.004365,2016
1923,L4,Products Of Iron And Steel,Na,U S A,1366.0,21.644494,Metals,2,29566.3788,2015
1924,O3,Pumps Of All Types,Na,U S A,1453.0,0.9292870000000001,Machinery and parts,10,1350.254011,2014
1925,O6,"Railwy Trnsprt Equipmnts, Prts",Na,U S A,3609.0,0.011193999999999999,Machinery and parts,10,40.399146,2016
1926,Q7,Rmg Silk,Na,U S A,996.0,0.28487399999999996,Fabric Materials,14,283.734504,2020
1927,Q9,Rmg Wool,Na,U S A,8371.0,0.541147,Fabric Materials,14,4529.941537,2020
1928,S3,Silk Carpet,Sqm,U S A,28.0,0.0040100000000000005,Fabric Materials,14,0.11228,2020
1929,G7,Silver,Kgs,U S A,800.0,0.218811,Metals,2,175.0488,2012
1930,I3,Organic Chemicals,Kgs,U S A,22342.0,0.048627,Chemicals,7,1086.424434,2017
1931,M2,Oth Non Ferous Metal And Prodc,Kgs,U S A,2800.0,0.012534,Metals,2,35.0952,2016
1932,K7,Packaging Materials,Ton,U S A,12.0,0.017579,Plastic Products,8,0.210948,2013
1933,K9,"Plastc Sht, Film, Plts Etc",Kgs,U S A,19241.0,0.068248,Plastic Products,8,1313.159768,2016
1934,K8,Plastic Raw Materials,Ton,U S A,58.0,0.084918,Plastic Products,8,4.925244,2019
1935,L6,Copper And Prdcts Made Of Copr,Ton,U S A,0.0,3e-06,Metals,2,0,2020
1936,H8,"Drug Formulations, Biologicals",Kgs,U S A,910.0,0.042045,Chemicals,7,38.26095,2019
1937,O5,Motor Vehicle/Cars,Nos,U S A,55.0,0.414687,Machinery and parts,10,22.807785,2018
1938,M2,Oth Non Ferous Metal And Prodc,Kgs,U S A,5.0,4.7e-05,Metals,2,0.000235,2012
1939,K8,Plastic Raw Materials,Ton,U S A,11.0,0.00761,Plastic Products,8,0.08371,2012
1940,H5,"Bulk Drugs, Drug Intermediates",Kgs,U S A,9.0,1.9e-05,Chemicals,7,0.000171,2014
1941,H8,"Drug Formulations, Biologicals",Kgs,U S A,2482.0,0.036416000000000004,Chemicals,7,90.384512,2013
1942,H9,Agro Chemicals,Kgs,U S A,914836.0,3.446654,Fertilizers,3,3153123.159,2018
1943,L5,"Aluminium, Products Of Aluminm",Ton,U S A,88.0,0.188919,Metals,2,16.624872,2017
1944,I8,Auto Tyres And Tubes,Nos,U S A,107768.0,0.44710900000000003,Rubber Products,5,48184.04271,2019
1945,H4,Ayush And Herbal Products,Kgs,U S A,516.0,0.002323,Cosmetics,6,1.198668,2019
1946,P6,Manmade Staple Fibre,Kgs,U S A,1587324.0,2.132573,Fabric Materials,14,3385084.305,2015
1947,O5,Motor Vehicle/Cars,Nos,U S A,3.0,0.031848,Machinery and parts,10,0.095544,2019
1948,H8,"Drug Formulations, Biologicals",Kgs,U S A,9754.0,0.8688040000000001,Chemicals,7,8474.314216,2016
1949,O5,Motor Vehicle/Cars,Nos,U S A,42.0,0.485158,Machinery and parts,10,20.376636,2019
1950,K7,Packaging Materials,Ton,U S A,0.0,3.2e-05,Plastic Products,8,0,2015
1951,S6,Petroleum Products,Ton,U S A,27.0,0.111161,Petroleum Products,13,3.001347,2015
1952,F8,Finished Leather,Kgs,U S A,226208.0,4.073425,Leather Products,1,921441.3224,2015
1953,R8,Floor Cvrng Of Jute,Sqm,U S A,198866.0,1.591898,Handicrafts,12,316574.3877,2017
1954,G2,Footwear Of Leather,Na,U S A,999.0,374.044767,Leather Products,1,373670.7222,2018
1955,J1,Footwear Of Rubber/Canvas Etc.,Na,U S A,5757.0,6.150657,Rubber Products,5,35409.33235,2019
1956,G6,Gold,Kgs,U S A,5.0,0.014793,Metals,2,0.073965,2018
1957,G9,Gold And Oth Precs Metl Jwlery,Na,U S A,4431.0,315.824102,Metals,2,1399416.596,2018
1958,S1,Handcrfs(Excl.Handmade Crpts),Na,U S A,4984.0,194.309534,Handicrafts,12,968438.7175,2013
1959,K5,"Human Hair, Products Thereo",Kgs,U S A,7220.0,1.2387569999999999,Cosmetics,6,8943.82554,2012
1960,N5,Ic Engines And Parts,Na,U S A,250.0,209.205105,Machinery and parts,10,52301.27625,2018
1961,I2,Inorganic Chemicals,Kgs,U S A,14486696.0,9.694192,Chemicals,7,140436812.5,2014
1962,L3,Iron And Steel,Ton,U S A,175330.0,115.009625,Metals,2,20164637.55,2019
1963,L5,"Aluminium, Products Of Aluminm",Ton,U S A,2781.0,10.83635,Metals,2,30135.88935,2014
1964,I8,Auto Tyres And Tubes,Nos,U S A,70053.0,10.853755,Rubber Products,5,760338.099,2017
1965,H4,Ayush And Herbal Products,Kgs,U S A,147542.0,0.539003,Cosmetics,6,79525.58063,2017
1966,H5,"Bulk Drugs, Drug Intermediates",Kgs,U S A,70858.0,3.521003,Chemicals,7,249491.2306,2016
1967,S2,Carpet(Excl. Silk) Handmade,Sqm,U S A,1833377.0,18.742341,Handicrafts,12,34361776.92,2015
1968,L6,Copper And Prdcts Made Of Copr,Ton,U S A,377.0,4.982443,Metals,2,1878.381011,2012
1969,S4,Cotton Raw Incld. Waste,Ton,U S A,845.0,0.937293,Fabric Materials,14,792.012585,2015
1970,P7,Cotton Yarn,Ton,U S A,16.0,0.050539999999999995,Fabric Materials,14,0.80864,2014
1971,H8,"Drug Formulations, Biologicals",Kgs,U S A,325180.0,9.645565,Chemicals,7,3136544.827,2013
1972,H6,Dye Intermediates,Kgs,U S A,376000.0,0.4045,Dyes,7,152092,2016
1973,H7,Dyes,Kgs,U S A,877034.0,2.26986,Dyes,7,1990744.395,2015
1974,I6,Plastic tubes,Kgs,U S A,1209.0,0.040458,Plastic Materials,8,48.913722,2014
1975,F8,Finished Leather,Kgs,U S A,897.0,0.017003,Leather Products,1,15.251691,2012
1976,R8,Floor Cvrng Of Jute,Sqm,U S A,214540.0,1.1395959999999998,Handicrafts,12,244488.9258,2012
1977,S1,Handcrfs(Excl.Handmade Crpts),Na,U S A,6336.0,14.145357,Handicrafts,12,89624.98195,2016
1978,K5,"Human Hair, Products Thereo",Kgs,U S A,83.0,0.033763,Cosmetics,6,2.802329,2015
1979,I2,Inorganic Chemicals,Kgs,U S A,691175.0,0.753372,Chemicals,7,520711.8921,2013
1980,L3,Iron And Steel,Ton,U S A,12834.0,10.709769999999999,Metals,2,137449.1882,2019
1981,R6,Jute Yarn,Ton,U S A,18.0,0.04299,Fabric Materials,14,0.77382,2018
1982,L7,Lead And Products Made Of Led,Ton,U S A,18.0,0.000198,Metals,2,0.003564,2014
1983,G3,Leather Footwear Component,Kgs,U S A,985.0,0.028995999999999997,Leather Products,1,28.56106,2019
1984,G1,Leather Garments,Kgs,U S A,91629.0,5.426119,Leather Products,1,497189.8579,2018
1985,P6,Manmade Staple Fibre,Kgs,U S A,268597.0,0.5008020000000001,Fabric Materials,14,134513.9148,2019
1986,O5,Motor Vehicle/Cars,Nos,U S A,1429.0,14.887395000000001,Machinery and parts,10,21274.08746,2014
1987,E5,Natural Rubber,Ton,U S A,84.0,0.12085599999999999,Rubber Products,5,10.151904,2015
1988,L8,"Nickel, Product Made Of Nickel",Ton,U S A,2.0,0.06084199999999999,Metals,2,0.121684,2015
1989,I3,Organic Chemicals,Kgs,U S A,1588853.0,11.658437,Chemicals,7,18523542.6,2017
1990,M2,Oth Non Ferous Metal And Prodc,Kgs,U S A,1156502.0,7.248686999999999,Metals,2,8383121.013,2012
1991,I4,Other Miscellaenious Chemicals,Kgs,U S A,456752.0,1.2010100000000001,Chemicals,7,548563.7195,2012
1992,K7,Packaging Materials,Ton,U S A,624.0,1.659974,Plastic Products,8,1035.823776,2016
1993,S6,Petroleum Products,Ton,U S A,144.0,0.111543,Petroleum Products,13,16.062192,2013
1994,K9,"Plastc Sht, Film, Plts Etc",Kgs,U S A,517402.0,1.186947,Plastic Products,8,614128.7517,2018
1995,K8,Plastic Raw Materials,Ton,U S A,93.0,0.464235,Plastic Products,8,43.173855,2012
1996,G7,Silver,Kgs,U S A,928.0,0.092028,Metals,2,85.401984,2018
1997,M1,Zinc And Products Made Of Zinc,Ton,U S A,431.0,1.839031,Metals,2,792.622361,2019
1998,H9,Agro Chemicals,Kgs,U S A,183465.0,0.519935,Fertilizers,3,95389.87478,2013
1999,L5,"Aluminium, Products Of Aluminm",Ton,U S A,213.0,0.796783,Metals,2,169.714779,2017
2000,I8,Auto Tyres And Tubes,Nos,U S A,39176.0,1.507103,Rubber Products,5,59042.26713,2017
2001,H4,Ayush And Herbal Products,Kgs,U S A,57048.0,0.123346,Cosmetics,6,7036.642608,2012
2002,H5,"Bulk Drugs, Drug Intermediates",Kgs,U S A,1933574.0,12.028531,Chemicals,7,23258054.8,2018
2003,L6,Copper And Prdcts Made Of Copr,Ton,U S A,207.0,1.2652809999999999,Metals,2,261.913167,2014
2004,P7,Cotton Yarn,Ton,U S A,782.0,2.687631,Fabric Materials,14,2101.727442,2012
2005,H8,"Drug Formulations, Biologicals",Kgs,U S A,375058.0,7.935711,Chemicals,7,2976351.896,2015
2006,H7,Dyes,Kgs,U S A,228705.0,0.8748030000000001,Dyes,7,200071.8201,2018
2007,I6,Plastic tubes,Kgs,U S A,22600.0,0.279307,Plastic Materials,8,6312.3382,2012
2008,I2,Inorganic Chemicals,Kgs,U S A,3918700.0,0.34626399999999996,Chemicals,7,1356904.737,2017
2009,L3,Iron And Steel,Ton,U S A,208.0,0.17958,Metals,2,37.35264,2015
2010,P6,Manmade Staple Fibre,Kgs,U S A,201745.0,0.324365,Fabric Materials,14,65439.01693,2012
2011,E5,Natural Rubber,Ton,U S A,18.0,0.04406,Rubber Products,5,0.79308,2013
2012,I3,Organic Chemicals,Kgs,U S A,1184706.0,3.558807,Chemicals,7,4216140.006,2012
2013,M2,Oth Non Ferous Metal And Prodc,Kgs,U S A,43525.0,0.205054,Metals,2,8924.97535,2020
2014,I4,Other Miscellaenious Chemicals,Kgs,U S A,9051.0,0.157797,Chemicals,7,1428.220647,2013
2015,K7,Packaging Materials,Ton,U S A,95.0,0.324006,Plastic Products,8,30.78057,2017
2016,S6,Petroleum Products,Ton,U S A,1179.0,0.934998,Petroleum Products,13,1102.362642,2019
2017,K9,"Plastc Sht, Film, Plts Etc",Kgs,U S A,300416.0,0.818029,Plastic Products,8,245749.0001,2014
2018,K8,Plastic Raw Materials,Ton,U S A,848.0,0.9191520000000001,Plastic Products,8,779.440896,2015
2019,N1,"Aircraft, Spacecraft And Parts",Na,U S A,444.0,71.304732,Machinery and Parts,10,31659.30101,2013
2020,M5,Accumulators And Batteries,Na,U S A,4922.0,4.343571,Accumulators and Batteries,10,21379.05646,2015
2021,H9,Agro Chemicals,Kgs,U S A,37971519.0,366.916502,Fertilizers,3,13932376927,2019
2022,O4,"Aircraft, Spacecraft And Parts",Na,U S A,37971519.0,553.719048,Machinery and Parts,10,21025553352,2018
2023,L5,"Aluminium, Products Of Aluminm",Ton,U S A,127924.0,356.341985,Metals,2,45584692.09,2019
2024,N7,"Atm, Injctng Mlding Mchnry Etc",Na,U S A,999.0,259.907667,Machinery and Parts,10,259647.7593,2013
2025,M3,Auto Components/Parts,Na,U S A,666.0,801.29877,Machinery and Parts,10,533664.9808,2018
2026,I8,Auto Tyres And Tubes,Nos,U S A,1889421.0,187.975105,Rubber Products,5,355164110.9,2019
2027,H4,Ayush And Herbal Products,Kgs,U S A,18455563.0,106.63031299999999,Cosmetics,6,1967922459,2017
2028,N2,Bicycle And Parts,Na,U S A,777.0,7.721000999999999,Machinery and Parts,10,5999.217777,2016
2029,H5,"Bulk Drugs, Drug Intermediates",Kgs,U S A,23413577.0,364.02180400000003,Chemicals,7,8523052538,2015
2030,S2,Carpet(Excl. Silk) Handmade,Sqm,U S A,52203938.0,707.583199,Handicrafts,12,36938629450,2017
2031,O9,"Computer Hardware, Peripherals",Na,U S A,10310.0,47.240439,Machinery and Parts,10,487048.9261,2019
2032,P1,Consumer Electronics,Na,U S A,4754.0,95.281319,Electronic Components,11,452967.3905,2016
2033,L6,Copper And Prdcts Made Of Copr,Ton,U S A,18086.0,140.650318,Metals,2,2543801.651,2012
2034,I5,Cosmetics And Toiletries,Na,U S A,3627.0,134.16730800000002,Cosmetics,6,486624.8261,2016
2035,P8,"Cotton Fabrics, Madeups Etc.",Na,U S A,15222.0,2072.7646219999997,Fabric Materials,14,31551623.08,2020
2036,S4,Cotton Raw Incld. Waste,Ton,U S A,1091.0,1.597322,Fabric Materials,14,1742.678302,2013
2037,P7,Cotton Yarn,Ton,U S A,5500.0,17.399287,Fabric Materials,14,95696.0785,2012
2038,N3,"Cranes, Lifts And Winches",Na,U S A,666.0,45.093607,Machinery and parts,10,30032.34226,2018
2039,H8,"Drug Formulations, Biologicals",Kgs,U S A,72302778.0,5071.013981,Chemicals,7,3.66648E+11,2019
2040,H6,Dye Intermediates,Kgs,U S A,9061476.0,19.989751000000002,Dyes,7,181136648.9,2018
2041,H7,Dyes,Kgs,U S A,27890517.0,168.731882,Dyes,7,4706019423,2018
2042,N4,LCD,Na,U S A,777.0,716.333449,Electronic Components,11,556591.0899,2019
2043,M4,Electrodes,Kgs,U S A,630749.0,2.1031009999999997,Accumulators and Batteries,9,1326528.853,2018
2044,P2,Washing Machine,Na,U S A,15779.0,271.721317,Electronic Components,11,4287490.661,2018
2045,P3,Washing Machine,Na,U S A,18516.0,339.62973900000003,Electronic Components,11,6288584.247,2015
2046,I6,Plastic tubes,Kgs,U S A,616063.0,22.235309,Plastic Materials,8,13698351.17,2014
2047,H2,Fertilizers Crude,Ton,U S A,1371.0,4.153912,Fertilizers,3,5695.013352,2019
2048,H3,Fertilizers Manufactured,Ton,U S A,69.0,0.227343,Fertilizers,3,15.686667,2019
2049,F8,Finished Leather,Kgs,U S A,1006360.0,18.341616000000002,Leather Products,1,18458268.68,2018
2050,R8,Floor Cvrng Of Jute,Sqm,U S A,3122222.0,23.305451,Handicrafts,12,72764791.83,2015
2051,G2,Footwear Of Leather,Na,U S A,777.0,447.374229,Leather Products,1,347609.7759,2017
2052,J1,Footwear Of Rubber/Canvas Etc.,Na,U S A,444.0,5.925796,Rubber Products,5,2631.053424,2019
2053,G6,Gold,Kgs,U S A,994.0,0.115424,Metals,2,114.731456,2016
2054,G9,Gold And Oth Precs Metl Jwlery,Na,U S A,1113.0,2186.437973,Metals,2,2433505.464,2017
2055,S1,Handcrfs(Excl.Handmade Crpts),Na,U S A,4995.0,616.733516,Handicrafts,12,3080583.912,2019
2056,K5,"Human Hair, Products Thereo",Kgs,U S A,48300.0,19.233394,Cosmetics,6,928972.9302,2013
2057,N5,Ic Engines And Parts,Na,U S A,216.0,458.71566900000005,Machinery and parts,10,99082.5845,2014
2058,I2,Inorganic Chemicals,Kgs,U S A,37552850.0,53.531034,Chemicals,7,2010242890,2018
2059,L3,Iron And Steel,Ton,U S A,354667.0,330.79789700000003,Metals,2,117323097.7,2018
2060,R6,Jute Yarn,Ton,U S A,239.0,0.398425,Fabric Materials,14,95.223575,2013
2061,R5,"Jute, Raw",Ton,U S A,2.0,0.007067,Fabric Materials,14,0.014134,2016
2062,L7,Lead And Products Made Of Led,Ton,U S A,49070.0,103.39448900000001,Metals,2,5073567.575,2012
2063,G3,Leather Footwear Component,Kgs,U S A,85981.0,3.2936449999999997,Leather Products,1,283190.8907,2016
2064,G1,Leather Garments,Kgs,U S A,670127.0,54.703497,Leather Products,1,36658290.33,2014
2065,F9,Leather Goods,Na,U S A,670127.0,313.561331,Leather Products,1,210125914.1,2014
2066,P6,Manmade Staple Fibre,Kgs,U S A,64268884.0,86.243495,Fabric Materials,14,5542773176,2020
2067,Q3,"Manmade Yarn,Fabrics,Madeups",Na,U S A,4122.0,394.627474,Fabric Materials,14,1626654.448,2018
2068,O5,Motor Vehicle/Cars,Nos,U S A,108.0,3.78736,Machinery and parts,10,409.03488,2016
2069,Q2,"Natrl Silk Yarn,Fabrics,Madeup",Na,U S A,555.0,14.443242000000001,Fabric Materials,14,8015.99931,2012
2070,E5,Natural Rubber,Ton,U S A,1842.0,2.485888,Rubber Products,5,4579.005696,2013
2071,L8,"Nickel, Product Made Of Nickel",Ton,U S A,163.0,3.028255,Metals,2,493.605565,2013
2072,I3,Organic Chemicals,Kgs,U S A,160090159.0,536.608699,Chemicals,7,85905771944,2015
2073,M2,Oth Non Ferous Metal And Prodc,Kgs,U S A,8899600.0,68.033985,Metals,2,605475252.9,2014
2074,I4,Other Miscellaenious Chemicals,Kgs,U S A,29990121.0,103.25307099999999,Chemicals,7,3096572093,2014
2075,L2,Other Plastic Items,Na,U S A,31283.0,44.722667,Plastic Products,8,1399059.192,2020
2076,I9,Othr Rubber Prodct Excpt Footw,Na,U S A,6732.0,159.41978799999998,Rubber Products,5,1073214.013,2014
2077,K7,Packaging Materials,Ton,U S A,56776.0,119.56318799999998,Plastic Products,8,6788319.562,2013
2078,S6,Petroleum Products,Ton,U S A,3577487.0,1869.1036739999997,Petroleum Products,13,6686694095,2012
2079,K9,"Plastc Sht, Film, Plts Etc",Kgs,U S A,51730493.0,149.499053,Plastic Products,8,7733659715,2019
2080,K8,Plastic Raw Materials,Ton,U S A,42395.0,107.658608,Plastic Products,8,4564186.686,2015
2081,L4,Products Of Iron And Steel,Na,U S A,2542.0,1266.937017,Metals,2,3220553.897,2017
2082,O3,Pumps Of All Types,Na,U S A,1584.0,133.756581,Machinery and parts,10,211870.4243,2015
2083,O6,"Railwy Trnsprt Equipmnts, Prts",Na,U S A,1689.0,12.778481,Machinery and parts,10,21582.85441,2014
2084,F5,Rechargable Batteries,Kgs,U S A,4.0,0.001533,Accumulators and Batteries,9,0.006132,2019
2085,Q7,Rmg Silk,Na,U S A,11.0,22.931964999999998,Fabric Materials,14,252.251615,2020
2086,Q9,Rmg Wool,Na,U S A,8794.0,40.022034999999995,Fabric Materials,14,351953.7758,2017
2087,S3,Silk Carpet,Sqm,U S A,1366.0,0.250287,Fabric Materials,14,341.892042,2012
2088,R4,Silk Waste,Kgs,U S A,3762.0,0.040213,Fabric Materials,14,151.281306,2012
2089,G7,Silver,Kgs,U S A,15011.0,4.929931,Metals,2,74003.19424,2019
2090,Q5,"Wollen Yarn,Fabrics,Madeupsetc",Na,U S A,637.0,7.7558300000000004,Fabric Materials,14,4940.46371,2020
2091,Q4,Wool,Kgs,U S A,40.0,4.8e-05,Fabric Materials,14,0.00192,2020
2092,M1,Zinc And Products Made Of Zinc,Ton,U S A,7150.0,19.495708999999998,Metals,2,139394.3194,2015
2093,H9,Agro Chemicals,Kgs,U S A,4522513.0,16.369671,Fertilizers,3,74032049.9,2014
2094,L5,"Aluminium, Products Of Aluminm",Ton,U S A,1121.0,3.863143,Metals,2,4330.583303,2016
2095,I8,Auto Tyres And Tubes,Nos,U S A,259571.0,9.864157,Rubber Products,5,2560449.097,2012
2096,H4,Ayush And Herbal Products,Kgs,U S A,149994.0,1.1568690000000001,Cosmetics,6,173523.4088,2018
2097,H5,"Bulk Drugs, Drug Intermediates",Kgs,U S A,1038351.0,12.632341,Chemicals,7,13116803.91,2019
2098,S2,Carpet(Excl. Silk) Handmade,Sqm,U S A,9469.0,0.101328,Handicrafts,12,959.474832,2015
2099,L6,Copper And Prdcts Made Of Copr,Ton,U S A,29.0,0.271999,Metals,2,7.887971,2015
2100,S4,Cotton Raw Incld. Waste,Ton,U S A,5.0,0.0018629999999999999,Fabric Materials,14,0.009315,2013
2101,P7,Cotton Yarn,Ton,U S A,12.0,0.035657,Fabric Materials,14,0.427884,2015
2102,H8,"Drug Formulations, Biologicals",Kgs,U S A,6572881.0,138.66800800000001,Chemicals,7,911448315.1,2018
2103,H6,Dye Intermediates,Kgs,U S A,323272.0,0.137991,Dyes,7,44608.62655,2013
2104,H7,Dyes,Kgs,U S A,216185.0,1.137127,Dyes,7,245829.8005,2016
2105,M4,Electrodes,Kgs,U S A,113528.0,0.330061,Accumulators and Batteries,9,37471.16521,2016
2106,I6,Plastic tubes,Kgs,U S A,368798.0,2.454241,Plastic Materials,8,905119.1723,2017
