pc_code,pc_description,unit,country_name,quantity,Per unit,categoryName,categoryID,Value,year
G9,Gold And Oth Precs Metl Jwlery,Na,USA,2240,2.878524,Metals,2,6447.89376,2012
K5,"Human Hair, Products Thereo",Kgs,USA,20,37.078469,Cosmetics,6,741.56938,2019
N5,Ic Engines And Parts,Na,USA,451,0.590207,Machinery and parts,10,266.183357,2020
I2,Inorganic Chemicals,Kgs,USA,50457030,36.690745,Chemicals,7,1851306021,2018
L3,Iron And Steel,Ton,USA,31527,145.082136,Metals,2,4574004.502,2016
R6,Jute Yarn,Ton,USA,429,1142.495548,Fabric Materials,14,490130.5901,2019
L7,Lead And Products Made Of Led,Ton,USA,50,160.303942,Metals,2,8015.1971,2012
G3,Leather Footwear Component,Kgs,USA,1000,614.10816,Leather Products,1,614108.16,2019
G1,Leather Garments,Kgs,USA,60,5.950762,Leather Products,1,357.04572,2016
F9,Leather Goods,Na,USA,670127,13.774329,Leather Products,1,9230549.77,2013
P6,Manmade Staple Fibre,Kgs,USA,12155666,34.62627,Fabric Materials,14,420905372.9,2013
Q3,"Manmade Yarn,Fabrics,Madeups",Na,USA,777,0.373437,Fabric Materials,14,290.160549,2013
O5,Motor Vehicle/Cars,Nos,USA,62962,211.012078,Machinery and parts,10,13285742.46,2014
Q2,"Natrl Silk Yarn,Fabrics,Madeup",Na,USA,5666,171.730307,Fabric Materials,14,973023.9195,2018
E5,Natural Rubber,Ton,USA,1038,182.75617,Rubber Products,5,189700.9045,2020
I3,Organic Chemicals,Kgs,USA,25079096,0.356426,Chemicals,7,8938841.871,2014
M2,Oth Non Ferous Metal And Prodc,Kgs,USA,982231,0.012884,Metals,2,12655.0642,2015
I4,Other Miscellaenious Chemicals,Kgs,USA,562169,0.550019,Chemicals,7,309203.6312,2020
L2,Other Plastic Items,Na,USA,11891,51.605519,Plastic Products,8,613641.2264,2016
I9,Othr Rubber Prodct Excpt Footw,Na,USA,38874,8.254452,Rubber Products,5,320883.567,2013
S6,Petroleum Products,Ton,USA,240597,1.869154,Petroleum Products,13,449712.8449,2014
K9,"Plastc Sht, Film, Plts Etc",Kgs,USA,4513512,0.085962,Plastic Products,8,387990.5185,2020
K8,Plastic Raw Materials,Ton,USA,125204,0.710873,Plastic Products,8,89004.14309,2014
L4,Products Of Iron And Steel,Na,USA,1995,0.03996,Metals,2,79.7202,2013
O3,Pumps Of All Types,Na,USA,998,0.098582,Machinery and parts,10,98.384836,2017
O6,"Railwy Trnsprt Equipmnts, Prts",Na,USA,2149,11.64854,Machinery and parts,10,25032.71246,2012
Q7,Rmg Silk,Na,USA,6615,3.000997,Fabric Materials,14,19851.59516,2015
Q9,Rmg Wool,Na,USA,6600,2.355079,Fabric Materials,14,15543.5214,2016
Q5,"Wollen Yarn,Fabrics,Madeupsetc",Na,USA,155,26.630012,Fabric Materials,14,4127.65186,2017
L5,"Aluminium, Products Of Aluminm",Ton,USA,89526,164.541145,Metals,2,14730710.55,2020
I8,Auto Tyres And Tubes,Nos,USA,296057,1.162937,Rubber Products,5,344295.6394,2015
H4,Ayush And Herbal Products,Kgs,USA,1935116,0.407278,Cosmetics,6,788130.1742,2013
H5,"Bulk Drugs, Drug Intermediates",Kgs,USA,4330984,481.412433,Chemicals,7,2084989545,2012
S2,Carpet(Excl. Silk) Handmade,Sqm,USA,343680,2.598068,Handicrafts,12,892904.0102,2020
L6,Copper And Prdcts Made Of Copr,Ton,USA,143,0.232653,Metals,2,33.269379,2015
P7,Cotton Yarn,Ton,USA,1121,97.624177,Fabric Materials,14,109436.7024,2015
H8,"Drug Formulations, Biologicals",Kgs,USA,820174,289.085413,Chemicals,7,237100339.5,2019
H6,Dye Intermediates,Kgs,USA,746597,0.031345,Dyes,7,23402.08297,2016
H7,Dyes,Kgs,USA,7878104,0.299653,Dyes,7,2360697.498,2014
M4,Electrodes,Kgs,USA,80074,285.888782,Accumulators and Batteries,9,22892258.33,2012
I6,Plastic bags,Kgs,USA,21407,1.940214,Plastic Materials,8,41534.1611,2019
H2,Fertilizers Crude,Ton,USA,0,9.248885,Fertilizers,3,0,2018
F8,Finished Leather,Kgs,USA,46620,18.510836,Leather Products,1,862975.1743,2014
R8,Floor Cvrng Of Jute,Sqm,USA,13199,12.655558,Handicrafts,12,167040.71,2017
K5,"Human Hair, Products Thereo",Kgs,USA,161,4.650259,Cosmetics,6,748.691699,2016
I2,Inorganic Chemicals,Kgs,USA,2754466,190.22763,Chemicals,7,523975539.1,2013
L3,Iron And Steel,Ton,USA,216648,9.298396,Metals,2,2014478.897,2013
G3,Leather Footwear Component,Kgs,USA,5,0.181193,Leather Products,1,0.905965,2019
G1,Leather Garments,Kgs,USA,2264,658.335223,Leather Products,1,1490470.945,2015
P6,Manmade Staple Fibre,Kgs,USA,5838713,9.617479,Fabric Materials,14,56153699.66,2019
O5,Motor Vehicle/Cars,Nos,USA,212374,1422.025904,Machinery and parts,10,302001329.3,2015
E5,Natural Rubber,Ton,USA,16,0.968786,Rubber Products,5,15.500576,2017
L8,"Nickel, Product Made Of Nickel",Ton,USA,43,5.035585,Metals,2,216.530155,2018
I3,Organic Chemicals,Kgs,USA,20512943,0.301475,Chemicals,7,6184139.491,2015
M2,Oth Non Ferous Metal And Prodc,Kgs,USA,947652,0.055492,Metals,2,52587.10478,2018
I4,Other Miscellaenious Chemicals,Kgs,USA,633031,266.990513,Chemicals,7,169013271.4,2013
K7,Packaging Materials,Ton,USA,1396,377.541048,Plastic Products,8,527047.303,2016
S6,Petroleum Products,Ton,USA,627,31.645705,Petroleum Products,13,19841.85704,2016
K9,"Plastc Sht, Film, Plts Etc",Kgs,USA,16329392,1.076543,Plastic Products,8,17579292.65,2016
K8,Plastic Raw Materials,Ton,USA,19851,0.03543,Plastic Products,8,703.32093,2017
G7,Silver,Kgs,USA,885,23.207516,Metals,2,20538.65166,2020
M1,Zinc And Products Made Of Zinc,Ton,USA,159,14.179484,Metals,2,2254.537956,2014
S4,Cotton Raw Incld. Waste,Ton,U S A,461350,285.888782,Fabric Materials,14,131894789.6,2016
P7,Cotton Yarn,Ton,U S A,697455,1.940214,Fabric Materials,14,1353211.955,2012
H8,"Drug Formulations, Biologicals",Kgs,U S A,594228,9.248885,Chemicals,7,5495946.436,2016
H6,Dye Intermediates,Kgs,U S A,915202,18.510836,Dyes,7,16941154.13,2019
H7,Dyes,Kgs,U S A,435476,12.655558,Dyes,7,5511191.776,2020
I6,Plastic tubes,Kgs,U S A,1054,4.650259,Plastic Materials,8,4901.372986,2020
F8,Finished Leather,Kgs,U S A,552158,190.22763,Leather Products,1,105035707.7,2019
R8,Floor Cvrng Of Jute,Sqm,U S A,1132349,9.298396,Handicrafts,12,10529029.41,2019
S1,Handcrfs(Excl.Handmade Crpts),Na,U S A,12197,0.181193,Handicrafts,12,2210.011021,2020
K5,"Human Hair, Products Thereo",Kgs,U S A,185478,658.335223,Cosmetics,6,122106700.5,2017
I2,Inorganic Chemicals,Kgs,U S A,1267651,9.617479,Chemicals,7,12191606.87,2013
L3,Iron And Steel,Ton,U S A,48856,1422.025904,Metals,2,69474497.57,2017
R6,Jute Yarn,Ton,U S A,495881,0.968786,Fabric Materials,14,480402.5705,2016
L7,Lead And Products Made Of Led,Ton,U S A,632228,5.035585,Metals,2,3183637.833,2017
G3,Leather Footwear Component,Kgs,U S A,45,0.301475,Leather Products,1,13.566375,2012
G1,Leather Garments,Kgs,U S A,1052,0.055492,Leather Products,1,58.377584,2014
P6,Manmade Staple Fibre,Kgs,U S A,422835835,266.990513,Fabric Materials,14,1.12893E+11,2015
O5,Motor Vehicle/Cars,Nos,U S A,895917,377.541048,Machinery and parts,10,338245443.1,2012
E5,Natural Rubber,Ton,U S A,18280,31.645705,Rubber Products,5,578483.4874,2018
L8,"Nickel, Product Made Of Nickel",Ton,U S A,42062,1.076543,Metals,2,45281.55167,2012
I3,Organic Chemicals,Kgs,U S A,905,0.03543,Chemicals,7,32.06415,2013
M2,Oth Non Ferous Metal And Prodc,Kgs,U S A,5431097,23.207516,Metals,2,126042270.5,2017
I4,Other Miscellaenious Chemicals,Kgs,U S A,2329940,14.179484,Chemicals,7,33037346.95,2018
K7,Packaging Materials,Ton,U S A,50294,0.147896,Plastic Products,8,7438.281424,2012
S6,Petroleum Products,Ton,U S A,23074,0.085633,Petroleum Products,13,1975.895842,2017
K9,"Plastc Sht, Film, Plts Etc",Kgs,U S A,6,0.024808,Plastic Products,8,0.148848,2017
K8,Plastic Raw Materials,Ton,U S A,958,30.520918,Plastic Products,8,29239.03944,2018
G7,Silver,Kgs,U S A,49632,25.645979,Metals,2,1272861.23,2018
M1,Zinc And Products Made Of Zinc,Ton,U S A,1596,29.580681,Metals,2,47210.76688,2018
H9,Agro Chemicals,Kgs,U S A,47,0.158822,Fertilizers,3,7.464634,2013
L5,"Aluminium, Products Of Aluminm",Ton,U S A,564807512,582.67665,Metals,2,3.291E+11,2016
I8,Auto Tyres And Tubes,Nos,U S A,2126913,40.879612,Rubber Products,5,86947378.2,2017
H4,Ayush And Herbal Products,Kgs,U S A,4534,2.714177,Cosmetics,6,12306.07852,2013
H5,"Bulk Drugs, Drug Intermediates",Kgs,U S A,3565220,2.878524,Chemicals,7,10262571.34,2016
L6,Copper And Prdcts Made Of Copr,Ton,U S A,6979049,37.078469,Metals,2,258772452,2012
P7,Cotton Yarn,Ton,U S A,696,0.590207,Fabric Materials,14,410.784072,2014
H8,"Drug Formulations, Biologicals",Kgs,U S A,6245,36.690745,Chemicals,7,229133.7025,2014
H7,Dyes,Kgs,U S A,46522010,145.082136,Dyes,7,6749512582,2013
I6,Plastic tubes,Kgs,U S A,9976229,1142.495548,Plastic Materials,8,11397797218,2013
I2,Inorganic Chemicals,Kgs,U S A,37244982,160.303942,Chemicals,7,5970517434,2013
L3,Iron And Steel,Ton,U S A,368489,614.10816,Metals,2,226292101.8,2012
P6,Manmade Staple Fibre,Kgs,U S A,99265,5.950762,Fabric Materials,14,590702.3899,2014
E5,Natural Rubber,Ton,U S A,4778547,13.774329,Rubber Products,5,65821278.52,2018
I3,Organic Chemicals,Kgs,U S A,68606839,34.62627,Chemicals,7,2375598931,2019
M2,Oth Non Ferous Metal And Prodc,Kgs,U S A,137895,0.373437,Metals,2,51495.09512,2012
I4,Other Miscellaenious Chemicals,Kgs,U S A,11822612,211.012078,Chemicals,7,2494713926,2020
K7,Packaging Materials,Ton,U S A,222133121,171.730307,Plastic Products,8,38146989064,2018
S6,Petroleum Products,Ton,U S A,319251,182.75617,Petroleum Products,13,58345090.03,2016
K9,"Plastc Sht, Film, Plts Etc",Kgs,U S A,356,0.356426,Plastic Products,8,126.887656,2019
K8,Plastic Raw Materials,Ton,U S A,996,0.012884,Plastic Products,8,12.832464,2013
N1,"Aircraft, Spacecraft And Parts",Na,U S A,28054,0.550019,Machinery and Parts,10,15430.23303,2018
M5,Accumulators And Batteries,Na,U S A,96459,51.605519,Accumulators and Batteries,10,4977816.757,2019
H9,Agro Chemicals,Kgs,U S A,1313358,8.254452,Fertilizers,3,10841050.57,2012
O4,"Aircraft, Spacecraft And Parts",Na,U S A,341,1.869154,Machinery and Parts,10,637.381514,2013
L5,"Aluminium, Products Of Aluminm",Ton,U S A,59,0.085962,Metals,2,5.071758,2012
N7,"Atm, Injctng Mlding Mchnry Etc",Na,U S A,34397,0.710873,Machinery and Parts,10,24451.89858,2017
M3,Auto Components/Parts,Na,U S A,1,0.03996,Machinery and Parts,10,0.03996,2014
I8,Auto Tyres And Tubes,Nos,U S A,9600,0.098582,Rubber Products,5,946.3872,2014
H4,Ayush And Herbal Products,Kgs,U S A,1978,11.64854,Cosmetics,6,23040.81212,2015
N2,Bicycle And Parts,Na,U S A,8469413,126.718721,Machinery and Parts,10,1073233183,2012
H5,"Bulk Drugs, Drug Intermediates",Kgs,U S A,333090981,205.455023,Chemicals,7,68435215162,2017
S2,Carpet(Excl. Silk) Handmade,Sqm,U S A,76848,144.661236,Handicrafts,12,11116926.66,2013
O9,"Computer Hardware, Peripherals",Na,U S A,48922,10.167803,Machinery and Parts,10,497429.2584,2012
P1,Consumer Electronics,Na,U S A,17429,0.231511,Electronic Components,11,4035.005219,2015
L6,Copper And Prdcts Made Of Copr,Ton,U S A,12489081,122.127705,Metals,2,1525262800,2020
I5,Cosmetics And Toiletries,Na,U S A,526793,10.036732,Cosmetics,6,5287280.16,2015
P8,"Cotton Fabrics, Madeups Etc.",Na,U S A,34706,0.020754,Fabric Materials,14,720.288324,2013
S4,Cotton Raw Incld. Waste,Ton,U S A,23423,0.13463,Fabric Materials,14,3153.43849,2017
P7,Cotton Yarn,Ton,U S A,366,1.162937,Fabric Materials,14,425.634942,2014
N3,"Cranes, Lifts And Winches",Na,U S A,172,0.407278,Machinery and parts,10,70.051816,2013
H8,"Drug Formulations, Biologicals",Kgs,U S A,5137001,481.412433,Chemicals,7,2473016150,2018
H6,Dye Intermediates,Kgs,U S A,936645,2.598068,Dyes,7,2433467.402,2017
H7,Dyes,Kgs,U S A,18128,0.232653,Dyes,7,4217.533584,2019
N4,LCD,Na,U S A,20181,97.624177,Electronic Components,11,1970153.516,2014
M4,Electrodes,Kgs,U S A,124727,289.085413,Accumulators and Batteries,9,36056756.31,2014
P2,Washing Machine,Na,U S A,26,0.031345,Electronic Components,11,0.81497,2012
P3,Washing Machine,Na,U S A,15287,0.299653,Electronic Components,11,4580.795411,2020
I6,Plastic tubes,Kgs,U S A,461350,285.888782,Plastic Materials,8,131894789.6,2015
H2,Fertilizers Crude,Ton,U S A,697455,1.940214,Fertilizers,3,1353211.955,2013
H3,Fertilizers Manufactured,Ton,U S A,594228,9.248885,Fertilizers,3,5495946.436,2017
F8,Finished Leather,Kgs,U S A,915202,18.510836,Leather Products,1,16941154.13,2012
R8,Floor Cvrng Of Jute,Sqm,U S A,435476,12.655558,Handicrafts,12,5511191.776,2017
G2,Footwear Of Leather,Na,U S A,1054,4.650259,Leather Products,1,4901.372986,2020
J1,Footwear Of Rubber/Canvas Etc.,Na,U S A,552158,190.22763,Rubber Products,5,105035707.7,2014
G6,Gold,Kgs,U S A,1132349,9.298396,Metals,2,10529029.41,2020
G9,Gold And Oth Precs Metl Jwlery,Na,U S A,12197,0.181193,Metals,2,2210.011021,2016
S1,Handcrfs(Excl.Handmade Crpts),Na,U S A,185478,658.335223,Handicrafts,12,122106700.5,2018
K5,"Human Hair, Products Thereo",Kgs,U S A,1267651,9.617479,Cosmetics,6,12191606.87,2012
N5,Ic Engines And Parts,Na,U S A,48856,1422.025904,Machinery and parts,10,69474497.57,2020
I2,Inorganic Chemicals,Kgs,U S A,495881,0.968786,Chemicals,7,480402.5705,2016
L3,Iron And Steel,Ton,U S A,632228,5.035585,Metals,2,3183637.833,2014
R6,Jute Yarn,Ton,U S A,45,0.301475,Fabric Materials,14,13.566375,2013
R5,"Jute, Raw",Ton,U S A,1052,0.055492,Fabric Materials,14,58.377584,2017
L7,Lead And Products Made Of Led,Ton,U S A,422835835,266.990513,Metals,2,1.12893E+11,2014
G3,Leather Footwear Component,Kgs,U S A,895917,377.541048,Leather Products,1,338245443.1,2016
G1,Leather Garments,Kgs,U S A,18280,31.645705,Leather Products,1,578483.4874,2020
F9,Leather Goods,Na,U S A,42062,1.076543,Leather Products,1,45281.55167,2017
P6,Manmade Staple Fibre,Kgs,U S A,905,0.03543,Fabric Materials,14,32.06415,2017
Q3,"Manmade Yarn,Fabrics,Madeups",Na,U S A,5431097,23.207516,Fabric Materials,14,126042270.5,2017
O5,Motor Vehicle/Cars,Nos,U S A,2329940,14.179484,Machinery and parts,10,33037346.95,2020
Q2,"Natrl Silk Yarn,Fabrics,Madeup",Na,U S A,50294,0.147896,Fabric Materials,14,7438.281424,2012
E5,Natural Rubber,Ton,U S A,23074,0.085633,Rubber Products,5,1975.895842,2019
L8,"Nickel, Product Made Of Nickel",Ton,U S A,6,0.024808,Metals,2,0.148848,2017
I3,Organic Chemicals,Kgs,U S A,958,30.520918,Chemicals,7,29239.03944,2019
M2,Oth Non Ferous Metal And Prodc,Kgs,U S A,49632,25.645979,Metals,2,1272861.23,2019
I4,Other Miscellaenious Chemicals,Kgs,U S A,1596,29.580681,Chemicals,7,47210.76688,2014
L2,Other Plastic Items,Na,U S A,47,0.158822,Plastic Products,8,7.464634,2017
I9,Othr Rubber Prodct Excpt Footw,Na,U S A,564807512,582.67665,Rubber Products,5,3.291E+11,2012
K7,Packaging Materials,Ton,U S A,2126913,40.879612,Plastic Products,8,86947378.2,2020
S6,Petroleum Products,Ton,U S A,4534,2.714177,Petroleum Products,13,12306.07852,2013
K9,"Plastc Sht, Film, Plts Etc",Kgs,U S A,3565220,2.878524,Plastic Products,8,10262571.34,2017
K8,Plastic Raw Materials,Ton,U S A,6979049,37.078469,Plastic Products,8,258772452,2017
L4,Products Of Iron And Steel,Na,U S A,696,0.590207,Metals,2,410.784072,2016
O3,Pumps Of All Types,Na,U S A,6245,36.690745,Machinery and parts,10,229133.7025,2013
O6,"Railwy Trnsprt Equipmnts, Prts",Na,U S A,46522010,145.082136,Machinery and parts,10,6749512582,2019
F5,Rechargable Batteries,Kgs,U S A,9976229,1142.495548,Accumulators and Batteries,9,11397797218,2013
Q7,Rmg Silk,Na,U S A,37244982,160.303942,Fabric Materials,14,5970517434,2016
Q9,Rmg Wool,Na,U S A,368489,614.10816,Fabric Materials,14,226292101.8,2014
S3,Silk Carpet,Sqm,U S A,99265,5.950762,Fabric Materials,14,590702.3899,2020
R4,Silk Waste,Kgs,U S A,4778547,13.774329,Fabric Materials,14,65821278.52,2016
G7,Silver,Kgs,U S A,68606839,34.62627,Metals,2,2375598931,2012
Q5,"Wollen Yarn,Fabrics,Madeupsetc",Na,U S A,137895,0.373437,Fabric Materials,14,51495.09512,2013
Q4,Wool,Kgs,U S A,11822612,211.012078,Fabric Materials,14,2494713926,2012
M1,Zinc And Products Made Of Zinc,Ton,U S A,222133121,171.730307,Metals,2,38146989064,2017
H9,Agro Chemicals,Kgs,U S A,319251,182.75617,Fertilizers,3,58345090.03,2012
L5,"Aluminium, Products Of Aluminm",Ton,U S A,356,0.356426,Metals,2,126.887656,2019
I8,Auto Tyres And Tubes,Nos,U S A,996,0.012884,Rubber Products,5,12.832464,2020
H4,Ayush And Herbal Products,Kgs,U S A,28054,0.550019,Cosmetics,6,15430.23303,2016
H5,"Bulk Drugs, Drug Intermediates",Kgs,U S A,96459,51.605519,Chemicals,7,4977816.757,2013
S2,Carpet(Excl. Silk) Handmade,Sqm,U S A,1313358,8.254452,Handicrafts,12,10841050.57,2014
L6,Copper And Prdcts Made Of Copr,Ton,U S A,341,1.869154,Metals,2,637.381514,2020
S4,Cotton Raw Incld. Waste,Ton,U S A,59,0.085962,Fabric Materials,14,5.071758,2015
P7,Cotton Yarn,Ton,U S A,34397,0.710873,Fabric Materials,14,24451.89858,2019
H8,"Drug Formulations, Biologicals",Kgs,U S A,1,0.03996,Chemicals,7,0.03996,2020
H6,Dye Intermediates,Kgs,U S A,9600,0.098582,Dyes,7,946.3872,2018
H7,Dyes,Kgs,U S A,1978,11.64854,Dyes,7,23040.81212,2014
M4,Electrodes,Kgs,U S A,2032,3.000997,Accumulators and Batteries,9,6098.025904,2014
I6,Plastic tubes,Kgs,U S A,280227,2.355079,Plastic Materials,8,659956.7229,2013
H2,Fertilizers Crude,Ton,U S A,13392,26.630012,Fertilizers,3,356629.1207,2015
H3,Fertilizers Manufactured,Ton,U S A,0,0.00045,Fertilizers,3,0,2014
F8,Finished Leather,Kgs,U S A,1374,0.028273,Leather Products,1,38.847102,2013
R8,Floor Cvrng Of Jute,Sqm,U S A,218,0.001491,Handicrafts,12,0.325038,2012
I2,Inorganic Chemicals,Kgs,U S A,13943926,5.763,Chemicals,7,80358845.54,2015
L3,Iron And Steel,Ton,U S A,2737,2.475468,Metals,2,6775.355916,2013
R6,Jute Yarn,Ton,U S A,12,0.013657,Fabric Materials,14,0.163884,2018
L7,Lead And Products Made Of Led,Ton,U S A,5,0.010897,Metals,2,0.054485,2018
